committee_id,committee_name,Political Affiliation
C00050351,,R
C00050385,,D
C00050633,,D
C00050799,,R
C00050872,,UNK
C00050898,,D
C00051003,,D
C00051029,,R
C00051045,,UNK
C00051227,,R
C00051235,,D
C00051243,,R
C00051391,,R
C00051433,,UNK
C00051524,,R
C00051599,,R
C00051664,,D
C00051821,,R
C00051839,,UNK
C00051870,,D
C00051912,,I
C00051979,,NNE
C00052043,,D
C00052076,,D
C00052100,,R
C00052191,,R
C00052209,,R
C00052472,,R
C00052514,,R
C00052563,,R
C00052605,,D
C00052621,,UNK
C00052761,,D
C00053009,,D
C00053223,,UNK
C00053405,,D
C00053546,,R
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,R
C00053595,,D
C00053603,,D
C00053645,,R
C00053751,,UNK
C00053835,,D
C00053884,,D
C00053942,,R
C00053975,,R
C00054064,,R
C00054072,,D
C00054106,,D
C00054205,,D
C00054262,,R
C00054338,,UNK
C00054361,,D
C00054460,,D
C00054502,,R
C00054528,,D
C00054676,,R
C00054825,,R
C00054833,,R
C00054858,,R
C00054890,,UNK
C00055384,,D
C00055574,,D
C00055582,,R
C00055590,,NNE
C00055616,,UNK
C00055657,,D
C00055707,,R
C00055780,,D
C00055798,,D
C00055897,,UNK
C00056002,,D
C00056010,,UNK
C00056069,,D
C00056085,,D
C00056093,,AMP
C00056119,,D
C00056325,,D
C00056358,,R
C00056523,,UNK
C00056556,,UNK
C00056572,,UNK
C00056606,,UNK
C00059238,THE KROGER CO. POLITICAL ACTION COMMITTEE,R
C00059287,,UNK
C00059329,,UNK
C00059477,,UNK
C00059667,,I
C00059683,,UNK
C00059733,,UNK
C00059766,,D
C00059832,,UNK
C00059881,,R
C00059899,,UNK
C00059907,CAROLINAS CREDIT UNION LEAGUE CREDIT UNION DEFENSE FUND,N
C00060004,,UNK
C00060046,,R
C00060079,,UNK
C00060087,"STANLEY BLACK & DECKER, INC. POLITICAL ACTION COMMITTEE",R
C00060103,,UNK
C00060426,,D
C00060582,,D
C00060707,,NNE
C00060780,,UNK
C00061028,,UNK
C00061036,,UNK
C00061234,,D
C00061325,,D
C00061457,,D
C00061762,,NNE
C00061911,,R
C00062018,,UNK
C00062026,,D
C00062224,CLOROX EMPLOYEES' POLITICAL ACTION COMMITTEE,D
C00062513,,D
C00062562,,R
C00062646,"GENERAL MILLS, INC. POLITICAL ACTION COMMITTEE",N
C00062661,,D
C00062752,,D
C00062836,KENTUCKY BANKERS POLITICAL ACTION COMMITTEE,R
C00062984,,I
C00063024,,D
C00063040,,R
C00063131,,UNK
C00063149,,UNK
C00063164,,UNK
C00063172,,UNK
C00063230,,UNK
C00063255,,D
C00063297,,UNK
C00063461,,UNK
C00063511,,UNK
C00063677,,R
C00063743,,D
C00063933,,D
C00064212,,R
C00064246,,UNK
C00064253,,D
C00064329,,D
C00064337,,D
C00064659,,UNK
C00064741,,AMP
C00064758,,UNK
C00064766,UNITED PARCEL SERVICE INC. PAC,N
C00064774,"NEXTERA ENERGY, INC. POLITICAL ACTION COMMITTEE",N
C00064881,,UNK
C00065144,,NNE
C00065219,WINE INSTITUTE PAC,N
C00065268,,UNK
C00065326,,D
C00065383,,D
C00065391,,NNE
C00065862,,UNK
C00065870,POLITICAL EDUCATION PATTERNS POLITICAL ARM INTL UNION OPERATING ENG LOCAL 18,R
C00065912,,UNK
C00065946,,UNK
C00065987,,UNK
C00065995,,UNK
C00066027,,NNE
C00066050,,UNK
C00066316,,UNK
C00066324,,R
C00066357,,D
C00066399,,UNK
C00066423,,D
C00066472,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION POLITICAL ACTION COMMITTEE (INSURING AMERICA PAC),N
C00066563,,D
C00066571,,V
C00066613,,UNK
C00066688,,UNK
C00066761,,UNK
C00066977,,UNK
C00066985,,NNE
C00067280,,D
C00067546,,D
C00067652,,D
C00067918,,D
C00067967,,D
C00068056,,UNK
C00068163,,UNK
C00068205,,R
C00068353,LEAHY FOR U.S. SENATOR COMMITTEE,D
C00068395,,R
C00068528,PACIFIC LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,N
C00068684,,R
C00068692,FEDEX CORPORATION POLITICAL ACTION COMMITTEE,N
C00068700,,D
C00068981,,D
C00069104,,R
C00069302,,UNK
C00069393,,D
C00069435,,UNK
C00069468,,D
C00069658,,D
C00069740,,UNK
C00069856,,D
C00069880,,D
C00069971,,D
C00070359,,R
C00070417,,D
C00070433,,R
C00070516,,D
C00070524,,D
C00071043,,R
C00071076,,D
C00071126,,D
C00071365,,D
C00071373,,D
C00071571,,D
C00071910,,D
C00072025,NATIONAL RURAL LETTER CARRIERS' ASSOCIATION POLITICAL ACTION COMMITTEE,N
C00072181,,D
C00072199,,UNK
C00072272,,D
C00072348,,UNK
C00072355,,D
C00072710,,D
C00072744,,D
C00072751,STATE STREET BANK AND TRUST COMPANY VOLUNTARY POLITICAL ACTION COMMITTEE,N
C00072983,,R
C00073064,,I
C00073155,KEYCORP ADVOCATES FUND,R
C00073213,,UNK
C00073353,,UNK
C00073411,,UNK
C00073429,,D
C00073692,,D
C00073726,,R
C00073767,,Q
C00073783,,D
C00073791,,D
C00073825,,R
C00074088,,NNE
C00074096,DOW INC. PAC (DOWPAC),R
C00074203,,R
C00074294,,D
C00074443,,D
C00074450,,R
C00074468,,D
C00074476,,D
C00074708,,D
C00074724,,D
C00074765,,R
C00074773,,D
C00074781,,D
C00074807,,R
C00074823,,D
C00074849,,D
C00074948,,D
C00075051,,D
C00075291,TRUIST FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE (FORMERLY BRANCH BANK AND TRUST POLITICAL ACTION COMMITTEE),R
C00075390,,NNE
C00075432,,I
C00075473,CMS ENERGY CORPORATION EMPLOYEES FOR BETTER GOVERNMENT- FEDERAL,R
C00075622,,D
C00075747,,R
C00075820,NRCC,R
C00075879,,D
C00075903,,D
C00075929,,D
C00075986,,D
C00076034,,R
C00076158,,V
C00076182,NATIONAL TURKEY FEDERATION POLITICAL ACTION COMMITEE/TURPAC,R
C00076190,,R
C00076208,,D
C00076422,,D
C00076455,,D
C00076463,,D
C00076513,,R
C00076554,,D
C00076604,,R
C00076638,,D
C00076646,,R
C00076679,,D
C00076760,,Q
C00076794,,R
C00076810,GENERAL MOTORS COMPANY POLITICAL ACTION COMMITTEE (GM PAC),N
C00076869,,D
C00076901,,D
C00076935,,D
C00076968,,D
C00076976,,R
C00076984,,D
C00077032,,R
C00077040,,D
C00077057,,R
C00077156,,D
C00077222,,D
C00077230,,R
C00077263,,R
C00077297,,R
C00077313,,R
C00077321,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,N
C00077339,,R
C00077404,,R
C00077461,,R
C00077487,,D
C00077495,,D
C00077537,,D
C00077545,,D
C00077669,,I
C00077693,,R
C00077701,THE KRAFT HEINZ COMPANY POLITICAL ACTION COMMITTEE (KRAFTHEINZPAC),N
C00077719,,R
C00077727,,D
C00077735,,D
C00077941,,D
C00078097,,D
C00078105,,D
C00078139,,D
C00078196,,R
C00078246,,R
C00078295,,D
C00078410,,NNE
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GDC PAC),N
C00078550,,D
C00078568,,D
C00078600,,D
C00078659,,D
C00078691,,D
C00078725,,R
C00078733,,D
C00078741,,D
C00078758,,R
C00078824,,R
C00078840,,D
C00078907,,R
C00078923,,D
C00078980,,D
C00078998,,R
C00079004,,R
C00079020,,R
C00079087,,R
C00079152,,D
C00079178,,R
C00079202,,D
C00079244,,NNE
C00079251,,D
C00079350,,R
C00079368,,R
C00079400,,R
C00079418,,R
C00079426,,R
C00079467,,D
C00079517,,D
C00079541,NARAL PRO-CHOICE AMERICA PAC,D
C00079590,,I
C00079624,,D
C00079640,,R
C00079657,,D
C00079681,NATIONAL PROPANE GAS ASSOCIATION POLITICAL ACTION COMMITTEE,R
C00079699,,UNK
C00079707,,UNK
C00079749,,D
C00079764,,D
C00079780,,R
C00079814,,D
C00079897,,D
C00079913,,R
C00079954,,D
C00079962,,R
C00080010,,R
C00080036,,D
C00080051,,D
C00080093,,D
C00080101,,R
C00080192,,R
C00080218,,R
C00080242,,R
C00080341,,D
C00080366,,R
C00080416,,D
C00080432,,D
C00080440,,D
C00080457,,D
C00080465,,D
C00080481,,R
C00080515,THE EMERSON ELECTRIC CO. PAC,R
C00080549,,D
C00080556,,R
C00080572,,D
C00080580,,R
C00080598,,R
C00080606,,R
C00080655,,D
C00080663,,D
C00080754,,R
C00080762,,R
C00080770,,D
C00080804,,D
C00080820,,D
C00080838,,R
C00080879,,D
C00080895,,D
C00080911,,R
C00080929,,D
C00080937,,D
C00080960,,D
C00081000,,R
C00081018,,D
C00081026,,R
C00081034,,D
C00081042,,D
C00081067,,R
C00081125,,D
C00081141,,D
C00081174,,I
C00081190,,D
C00081224,,D
C00081273,MIDAMERICAN ENERGY COMPANY PAC,N
C00081307,,D
C00081315,,R
C00081356,,D
C00081364,,R
C00081471,,NNE
C00081513,,D
C00081547,DTE ENERGY COMPANY POLITICAL ACTION COMMITTEE,N
C00081570,,D
C00081596,,R
C00081604,,D
C00081620,,R
C00081638,,R
C00081711,,R
C00081745,,I
C00081752,,R
C00081802,,R
C00081836,,D
C00081851,,D
C00081869,,D
C00081877,,D
C00081885,,R
C00081927,,D
C00081935,,D
C00081950,,D
C00082032,,D
C00082040,CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA PAC (US CHAMBER PAC),R
C00082065,,D
C00082073,,R
C00082081,,D
C00082123,,R
C00082131,,D
C00082156,,D
C00082172,,D
C00082180,,D
C00082198,,R
C00082214,,R
C00082263,,R
C00082339,,R
C00082347,,D
C00082354,,D
C00082370,,R
C00082412,,D
C00082438,,D
C00082461,,D
C00082479,,D
C00082487,,D
C00082495,,R
C00082511,,D
C00082552,,R
C00082560,,R
C00082586,,D
C00082628,,D
C00082644,,D
C00082701,,D
C00082719,,R
C00082768,,R
C00082776,,D
C00082784,,D
C00082792,ELI LILLY AND COMPANY POLITICAL ACTION COMMITTEE,N
C00082834,CALIFORNIA BANKERS ASSOCIATION FEDERAL (CALBANKPAC),R
C00082842,,R
C00082883,,R
C00082917,ASSOCIATED GENERAL CONTRACTORS OF AMERICA POLITICAL ACTION COMMITTEE,R
C00082925,,R
C00082933,,D
C00082974,,R
C00082990,,D
C00083006,,R
C00083030,,R
C00083048,,D
C00083055,,D
C00083063,,D
C00083121,,D
C00083154,,D
C00083162,,R
C00083188,,D
C00083220,,R
C00083261,,D
C00083279,CALIFORNIA REAL ESTATE POLITICAL ACTION COMMITTEE/FEDERAL - CALIFORNIA ASSOCIATION OF REALTORS,D
C00083311,,R
C00083345,,R
C00083352,,R
C00083360,,D
C00083386,,D
C00083402,,D
C00083428,,R
C00083451,,R
C00083469,,D
C00083485,,D
C00083493,,D
C00083501,,R
C00083535,DUKE ENERGY CORPORATION PAC,R
C00083543,,R
C00083550,,D
C00083568,,D
C00083600,,R
C00083618,,D
C00083642,,D
C00083659,,R
C00083667,,R
C00083675,,D
C00083709,,R
C00083857,OCCIDENTAL PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE,R
C00083899,,D
C00083907,,D
C00083915,NATIONAL PEST MANAGEMENT ASSOCIATION POLITICAL ACTION COMMITTEE,R
C00083923,,R
C00083972,,D
C00083980,,D
C00083998,,D
C00084004,,R
C00084012,,D
C00084038,,R
C00084061,BLUE CROSS BLUE SHIELD OF MICHIGAN PAC,R
C00084095,,R
C00084111,,D
C00084129,,R
C00084152,,R
C00084160,,R
C00084186,,D
C00084194,,D
C00084210,,R
C00084236,,D
C00084244,,D
C00084269,,R
C00084277,,D
C00084293,,R
C00084368,,R
C00084418,,D
C00084426,,R
C00084434,,D
C00084442,,D
C00084475,3M COMPANY PAC,N
C00084491,INTERNATIONAL FRANCHISE ASSOCIATION FRANCHISING POLITICAL ACTION COMMITTEE INC,R
C00084509,,D
C00084517,,R
C00084525,,D
C00084541,,D
C00084558,,D
C00084574,,R
C00084590,,R
C00084624,,R
C00084632,,R
C00084640,,R
C00084657,,D
C00084665,,R
C00084699,,R
C00084707,,D
C00084715,,D
C00084723,,D
C00084731,,R
C00084749,,D
C00084772,,D
C00084830,,D
C00084848,,R
C00084863,,R
C00084871,CELANESE CORPORATION POLITICAL ACTION COMMITTEE,R
C00084897,,R
C00084913,,D
C00084939,,R
C00084954,,R
C00085027,,R
C00085035,,R
C00085043,,R
C00085050,,D
C00085076,,D
C00085084,,R
C00085092,,R
C00085100,,D
C00085126,,I
C00085142,,D
C00085167,,R
C00085191,,R
C00085266,,D
C00085282,,R
C00085316,CIGNA CORPORATION POLITICAL ACTION COMMITTEE,N
C00085340,,D
C00085381,,R
C00085399,,R
C00085407,,D
C00085415,,I
C00085423,,D
C00085431,,I
C00085456,,D
C00085464,,D
C00085506,,R
C00085522,,D
C00085530,,D
C00085555,,D
C00085597,,R
C00085688,,D
C00085696,,R
C00085704,,D
C00085720,,R
C00085738,,V
C00085753,,R
C00085779,,D
C00085795,,R
C00085837,,R
C00085845,,D
C00085852,,R
C00085878,,D
C00085894,,D
C00085902,,R
C00085928,,R
C00085944,,R
C00085951,,D
C00085969,,D
C00085977,BANKERS UNITE IN LEGISLATIVE DECISIONS AKA BUILD (FKA IOWA BANKERS ASSOC),N
C00085993,,I
C00086009,,R
C00086041,,R
C00086058,,R
C00086082,,D
C00086090,,D
C00086108,,D
C00086116,,R
C00086124,,D
C00086157,,R
C00086173,,R
C00086181,,R
C00086199,,R
C00086215,,D
C00086223,,D
C00086272,,R
C00086314,,R
C00086363,,R
C00086389,,D
C00086397,,D
C00086405,,D
C00086447,,R
C00086488,,D
C00086496,,D
C00086512,,R
C00086520,,R
C00086538,,D
C00086546,,D
C00086553,,D
C00086561,,D
C00086579,,D
C00086595,,R
C00086652,,D
C00086678,,R
C00086702,,D
C00086710,,RES
C00086728,,D
C00086736,,D
C00086751,,I
C00086769,,D
C00086793,,D
C00086868,,D
C00086918,,R
C00086967,,D
C00086975,,R
C00086983,,D
C00087015,,D
C00087031,,R
C00087049,,D
C00087064,,R
C00087098,,D
C00087106,,D
C00087148,,D
C00087189,,R
C00087197,,R
C00087205,,D
C00087213,,R
C00087221,,D
C00087239,,D
C00087247,,R
C00087254,,D
C00087262,,R
C00087270,,D
C00087296,,D
C00087304,,LRU
C00087312,,R
C00087320,,D
C00087346,,R
C00087353,,R
C00087361,,D
C00087411,,D
C00087452,,R
C00087460,,D
C00087494,,D
C00087510,,R
C00087536,,D
C00087544,,R
C00087551,,D
C00087569,,R
C00087577,,R
C00087585,,D
C00087593,,Q
C00087619,,R
C00087643,,D
C00087668,,D
C00087692,,H
C00087726,,R
C00087742,,D
C00087817,,R
C00087833,,R
C00087841,,D
C00087874,"CONAGRA BRANDS, INC. GOOD GOVERNMENT ASSOCIATION",R
C00087924,,D
C00087932,,R
C00087940,,R
C00087981,,D
C00088005,,R
C00088013,,R
C00088021,,D
C00088054,,D
C00088070,,D
C00088104,,D
C00088112,,D
C00088138,,D
C00088153,,R
C00088161,,D
C00088203,,D
C00088211,,R
C00088229,,I
C00088237,,D
C00088245,,D
C00088252,,D
C00088260,,R
C00088278,,R
C00088294,,R
C00088302,,D
C00088328,,D
C00088336,,R
C00088385,,D
C00088393,,D
C00088435,RYDER SYSTEM INC. EMPLOYEES POLITICAL ACTION COMMITTEE,R
C00088443,,R
C00088450,,D
C00088468,,D
C00088476,,R
C00088484,,D
C00088492,,D
C00088500,,D
C00088518,,D
C00088534,,R
C00088567,,D
C00088591,EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,N
C00088617,,R
C00088625,,D
C00088633,,D
C00088658,,R
C00088666,,D
C00088674,,D
C00088690,,D
C00088708,,R
C00088773,,D
C00088781,,R
C00088799,,D
C00088815,,R
C00088831,,R
C00088898,,R
C00088922,,I
C00088930,,R
C00088955,,D
C00089029,,R
C00089052,,R
C00089060,,D
C00089136,"ALTRIA GROUP, INC. POLITICAL ACTION COMMITTEE (ALTRIAPAC)",R
C00089151,,D
C00089169,,R
C00089193,,D
C00089201,,D
C00089219,,D
C00089235,,D
C00089243,MASSACHUSETTS DEMOCRATIC STATE COMMITTEE,D
C00089250,,R
C00089268,,D
C00089284,,D
C00089326,,R
C00089359,,R
C00089409,,D
C00089458,"NATIONAL STONE, SAND & GRAVEL ASSOCIATION ROCKPAC",R
C00089466,,D
C00089482,,R
C00089490,,D
C00089516,,R
C00089573,,D
C00089581,,R
C00089607,,D
C00089615,,R
C00089623,,D
C00089631,,D
C00089656,,Q
C00089664,,D
C00089672,,R
C00089680,,R
C00089706,,R
C00089722,,R
C00089730,,H
C00089763,,D
C00089771,,R
C00089797,,D
C00089821,,D
C00089888,,D
C00089904,,R
C00089920,,D
C00089938,,D
C00089995,,D
C00090001,,D
C00090019,,D
C00090035,,R
C00090050,,D
C00090068,,R
C00090092,,D
C00090118,,D
C00090126,,D
C00090134,,D
C00090142,,R
C00090159,,R
C00090175,,D
C00090225,,D
C00090233,,R
C00090241,,R
C00090258,,D
C00090282,,R
C00090308,,D
C00090357,,R
C00090365,,D
C00090373,,D
C00090381,,R
C00090407,,D
C00090456,,D
C00090480,,R
C00090498,,R
C00090506,,R
C00090522,,D
C00090530,,D
C00090563,,D
C00090597,,D
C00090621,,D
C00090696,,R
C00090720,,D
C00090738,,D
C00090753,,D
C00090779,,D
C00090787,,R
C00090829,,D
C00090845,,R
C00090902,,LRU
C00090910,,R
C00090928,,D
C00090936,,R
C00090944,,D
C00090977,,R
C00090993,,R
C00091009,,R
C00091017,,D
C00091033,,R
C00091066,,D
C00091074,,R
C00091108,,R
C00091157,,R
C00091173,,D
C00091181,,D
C00091207,,D
C00091215,,D
C00091231,,R
C00091249,,R
C00091256,,D
C00091264,,R
C00091280,,D
C00091298,,R
C00091322,,P
C00091330,,D
C00091389,,D
C00091397,,R
C00091405,,R
C00091447,,D
C00091454,,R
C00091462,,D
C00091470,,D
C00091488,,R
C00091504,,R
C00091561,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION POLITICAL ACTION COM (NARFE-PAC),D
C00091595,,Q
C00091603,,R
C00091678,,R
C00091686,,R
C00091728,,R
C00091744,,D
C00091769,,D
C00091777,,D
C00091801,,R
C00091892,,R
C00091934,,R
C00091975,,R
C00091983,,D
C00092007,,D
C00092023,,D
C00092031,,R
C00092049,,R
C00092056,,R
C00092080,,R
C00092114,,D
C00092130,,R
C00092155,,D
C00092171,,R
C00092197,,R
C00092239,,R
C00092247,"NATIONAL ORGANIZATION FOR WOMEN, INC. PAC",D
C00092296,,A
C00092338,,R
C00092353,,UNK
C00092403,,D
C00092429,,R
C00092460,,D
C00092478,,P
C00092510,,D
C00092536,,R
C00092627,,D
C00092635,,D
C00092643,,D
C00092650,,D
C00092692,,R
C00092718,,R
C00092726,,R
C00092734,,D
C00092759,,R
C00092767,,D
C00092775,,A
C00092841,GEORGIA BANKERS ASSOCIATION PAC,R
C00092858,,Q
C00092866,,Q
C00092874,,Q
C00092882,,R
C00092908,,D
C00092957,NATIONAL ASSOCIATION OF POSTAL SUPERVISORS PAC,D
C00092973,,D
C00092981,,R
C00093013,,R
C00093021,,D
C00093039,,D
C00093054,WALMART INC. PAC FOR RESPONSIBLE GOVERNMENT,N
C00093104,,R
C00093112,,D
C00093138,,D
C00093203,,D
C00093211,,R
C00093252,,I
C00093294,,D
C00093302,,R
C00093310,,R
C00093328,,R
C00093385,,R
C00093419,,R
C00093427,,R
C00093476,,A
C00093484,,R
C00093542,,D
C00093609,,R
C00093625,,D
C00093633,,R
C00093658,,R
C00093666,,R
C00093690,,D
C00093716,,LAB
C00093732,,D
C00093740,,D
C00093757,,D
C00093765,,D
C00093781,,D
C00093799,,R
C00093807,,R
C00093831,,D
C00093849,,D
C00093856,,D
C00093864,,D
C00093872,,D
C00093963,ARCHER DANIELS MIDLAND COMPANY-ADM PAC,N
C00093989,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 324 NATIONAL POLITICAL ACTIVITIES COMM.,D
C00093997,,D
C00094011,,R
C00094029,,R
C00094037,,R
C00094045,,R
C00094078,,R
C00094086,,D
C00094094,,D
C00094102,,UNK
C00094128,,D
C00094136,,R
C00094151,,I
C00094219,,D
C00094227,,R
C00094235,,D
C00094250,,D
C00094359,,I
C00094383,,D
C00094391,,D
C00094433,,R
C00094441,,D
C00094458,,D
C00094557,,R
C00094607,,D
C00094615,,R
C00094649,,R
C00094680,,R
C00094698,,D
C00094714,,D
C00094722,,R
C00094730,,D
C00094797,,D
C00094805,,D
C00094821,,R
C00094839,,LAB
C00094946,,D
C00094953,,R
C00094961,,R
C00094987,,R
C00095000,,D
C00095026,,R
C00095034,,D
C00095059,,NNE
C00095141,,D
C00095174,,R
C00095190,,D
C00095208,,D
C00095224,,R
C00095273,,R
C00095281,,NNE
C00095299,,D
C00095307,,D
C00095315,,D
C00095331,,R
C00095430,,R
C00095463,,D
C00095505,,R
C00095539,,I
C00095562,,R
C00095620,,D
C00095646,,R
C00095653,,D
C00095661,,R
C00095679,,R
C00095703,,D
C00095752,,D
C00095810,,D
C00095869,POWERPAC OF THE EDISON ELECTRIC INSTITUTE,N
C00095885,,R
C00095992,,R
C00096040,,I
C00096073,,D
C00096081,,D
C00096123,,R
C00096149,,D
C00096172,,D
C00096180,,D
C00096198,,D
C00096214,,I
C00096263,,D
C00096289,,D
C00096321,,UNK
C00096354,,R
C00096370,,D
C00096388,,A
C00096412,,R
C00096461,,R
C00096479,,Q
C00096487,,Q
C00096495,,D
C00096503,,LAB
C00096628,,R
C00096651,,D
C00096669,,I
C00096677,,D
C00096727,,R
C00096735,,D
C00096750,,D
C00096776,,R
C00096792,,D
C00096800,,R
C00096818,,D
C00096834,,D
C00096842,THE AMERICAN ELECTRIC POWER COMMITTEE FOR RESPONSIBLE GOVERNMENT,R
C00096883,,R
C00096891,,D
C00096917,,R
C00096941,,D
C00096958,,D
C00096982,,R
C00096990,,D
C00097006,,D
C00097022,,D
C00097030,,D
C00097055,,D
C00097063,,D
C00097071,,D
C00097097,,R
C00097105,,D
C00097113,,D
C00097139,,D
C00097162,,D
C00097170,,D
C00097188,,D
C00097253,,D
C00097295,,D
C00097303,,R
C00097329,,I
C00097337,,D
C00097360,,R
C00097428,,Q
C00097436,,D
C00097469,,R
C00097477,,Q
C00097485,"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",R
C00097493,,D
C00097501,,D
C00097519,,D
C00097527,,D
C00097543,,D
C00097568,EMPLOYEES OF RAYTHEON TECHNOLOGIES CORPORATION PAC,N
C00097576,,LAB
C00097584,,H
C00097592,,D
C00097618,,Q
C00097667,,Q
C00097675,,NNE
C00097691,,R
C00097717,,D
C00097725,AMERICAN INTERNATIONAL GROUP INC. EMPLOYEE POLITICAL ACTION COMMITTEE,N
C00097741,,R
C00097766,,D
C00097782,,D
C00097790,,R
C00097808,,D
C00097824,,R
C00097857,,D
C00097865,NATSO INC. NATSO PAC,N
C00097881,,R
C00097899,,D
C00097915,,D
C00098004,,R
C00098061,TARGET CORPORATION CITIZENS POLITICAL FORUM (TARGETCITIZENS POLITICAL FORUM),N
C00098079,,R
C00098095,,D
C00098137,,D
C00098145,,R
C00098152,,AMP
C00098160,,LAB
C00098202,,R
C00098210,,D
C00098228,,AMP
C00098236,,LAB
C00098244,,D
C00098269,,R
C00098285,,D
C00098293,,D
C00098319,,D
C00098327,,D
C00098335,,R
C00098343,,AMP
C00098376,,I
C00098418,,LAB
C00098426,,LAB
C00098459,,LAB
C00098582,,LAB
C00098608,,R
C00098632,,R
C00098657,,D
C00098665,,R
C00098673,,H
C00098699,,D
C00098707,,R
C00098723,,D
C00098749,,D
C00098764,,D
C00098871,,R
C00098889,,D
C00098897,,D
C00098921,,D
C00098939,,R
C00098947,,D
C00098954,,D
C00098988,,R
C00099010,,R
C00099044,,D
C00099119,,R
C00099176,,I
C00099234,BROTHERHOOD OF LOCOMOTIVE ENGINEERS & TRAINMEN PAC FUND,D
C00099259,,R
C00099267,TEXAS DEMOCRATIC PARTY,D
C00099275,,D
C00099283,,D
C00099291,,D
C00099317,,D
C00099358,,R
C00099374,,D
C00099390,,D
C00099424,,R
C00099440,,D
C00099465,,D
C00099481,,R
C00099499,,I
C00099507,,I
C00099531,,R
C00099556,,R
C00099580,,Q
C00099614,,Q
C00099622,,I
C00099697,,D
C00099762,,I
C00099846,,D
C00099853,,R
C00099879,,D
C00099895,,D
C00099945,WEC ENERGY GROUP PAC,N
C00099986,,R
C00099994,,D
C00100008,,R
C00100024,,D
C00100057,,R
C00100073,,D
C00100107,AMERICAN BEVERAGE ASSOCIATION POLITICAL ACTION COMMITTEE (AKA AMERICAN BEVERAGE PAC),N
C00100115,,D
C00100198,,D
C00100206,,D
C00100214,,V
C00100222,,R
C00100271,,R
C00100297,,NNE
C00100313,,D
C00100354,,I
C00100362,,D
C00100404,UNITED POSTMASTERS AND MANAGERS OF AMERICA POLITICAL FUND (UPMA PAC),D
C00100412,,D
C00100511,,R
C00100537,,R
C00100602,,R
C00100636,,R
C00100644,,R
C00100651,,D
C00100669,,R
C00100677,,D
C00100693,"CBOE GLOBAL MARKETS, INC. PAC (CBOE PAC)",N
C00100719,,R
C00100735,,D
C00100743,,R
C00100750,,R
C00100768,,I
C00100784,,R
C00100834,,R
C00100875,,D
C00100883,,D
C00100933,,R
C00101030,,R
C00101089,,I
C00101105,NATIONAL FEDERATION OF INDEPENDENT BUSINESS FEDERAL POLITICAL ACTION COMMITTEE,R
C00101139,,R
C00101154,,AMP
C00101170,,R
C00101196,,D
C00101238,,Q
C00101246,,D
C00101253,,D
C00101261,,D
C00101279,,LAB
C00101345,,R
C00101360,,AMP
C00101394,,D
C00101402,,D
C00101428,,R
C00101436,,R
C00101485,ECOLAB INC. POLITICAL ACTION COMMITTEE,N
C00101535,,D
C00101543,,D
C00101584,,D
C00101618,,R
C00101634,,D
C00101642,,V
C00101659,,COM
C00101667,,D
C00101675,,I
C00101766,"UNITED AIRLINES, INC. POLITICAL ACTION COMMITTEE (UAPAC)",N
C00101774,,D
C00101816,,I
C00101873,,H
C00101915,,D
C00101931,,R
C00101980,,I
C00101998,,R
C00102095,,I
C00102129,,R
C00102160,EVERSOURCE ENERGY POLITICAL ACTION COMMITTEE (EVERSOURCEPAC),D
C00102178,,D
C00102210,,I
C00102228,,LBR
C00102236,,R
C00102269,,UNK
C00102277,,R
C00102285,,Q
C00102301,,R
C00102335,,D
C00102350,,D
C00102384,,R
C00102392,,Q
C00102434,,H
C00102459,,D
C00102467,,D
C00102475,,COM
C00102525,,D
C00102533,,D
C00102541,,D
C00102566,,R
C00102640,,D
C00102657,,D
C00102673,,R
C00102681,,R
C00102699,,R
C00102715,,D
C00102731,COLORADO BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE,N
C00102814,,D
C00102855,,D
C00102863,,R
C00103036,,UNK
C00103044,,R
C00103077,,D
C00103085,,D
C00103093,,Q
C00103101,,D
C00103226,,V
C00103242,,D
C00103333,,V
C00103408,,R
C00103416,,R
C00103432,,R
C00103465,,R
C00103531,,V
C00103549,PARSONS CORPORATION POLITICAL ACTION COMMITTEE,N
C00103556,,D
C00103580,,H
C00103630,,R
C00103671,,R
C00103721,,D
C00103804,,LBU
C00103812,,SUS
C00103838,,D
C00103887,,I
C00103952,,D
C00103986,,D
C00104059,,D
C00104083,RITE AID CORPORATION PAC,N
C00104240,,H
C00104273,,NNE
C00104299,JPMORGAN CHASE & CO. FEDERAL POLITICAL ACTION COMMITTEE,N
C00104307,,A
C00104349,,V
C00104356,,D
